200.93813	7.37716		0.002404182		
200.952	0.684973		1.113899189		
200.96585	-22.4267		2.223714915		
200.97972	-6.13154		3.335056615		
200.99359	27.5832		4.446321622		
201.00746	-10.5039		5.557509946		
201.02132	-11.2008		6.667820535		
201.03519	0.0859578		7.778855581		
201.04906	13.3767		8.889813976		
201.06293	-20.3918		10.00069573		
201.0768	30.511		11.11150086		
201.09067	-16.4121		12.22222936		
201.10454	-1.83672		13.33288126		
201.11841	-1.98705		14.44345656		
201.13228	-25.978		15.55395527		
201.14615	-9.00225		16.6643774		
201.16002	-19.1885		17.77472297		
201.17389	-7.55931		18.88499198		
201.18776	-0.187814		19.99518445		
201.20163	-2.76313		21.10530038		
201.2155	-29.5762		22.21533979		
201.22937	48.1459		23.32530269		
201.24326	13.789		24.43678944		
201.25713	-8.05784		25.54659923		
201.271	-46.0195		26.65633253		
201.28487	-24.8865		27.76598937		
201.29875	-11.8154		28.8763697		
201.31262	-17.6329		29.98587357		
201.32649	-12.0411		31.095301		
201.34038	3.44667		32.20625159		
201.35425	-51.1614		33.31552606		
201.36812	3.73347		34.42472412		
201.382	18.9149		35.53464542		
201.39587	-3.7411		36.64369064		
201.40976	-0.932965		37.75425852		
201.42363	-7.46996		38.86315089		
201.43752	1.21466		39.97356572		
201.45139	-4.51975		41.08230528		
201.46527	-23.7548		42.19176781		
201.47916	-0.561918		43.30195314		
201.49303	-17.6167		44.41046356		
201.50691	-30.8606		45.51969681		
201.5208	-10.6421		46.62965274		
201.53467	-7.05315		47.73793412		
201.54855	-10.2839		48.8469382		
201.56244	-4.87974		49.95666482		
201.57632	0.546261		51.06551611		
201.59019	8.9879		52.17349224		
201.60408	2.30004		53.28298965		
201.61797	-24.5849		54.39241061		
201.63185	-42.245		55.50095651		
201.64574	-20.8687		56.61022468		
201.65962	-22.7736		57.71861792		
201.67351	-5.37177		58.82773334		
201.68739	-24.806		59.93597397		
201.70128	-22.8624		61.04493668		
201.71516	-25.5697		62.15302473		
201.72905	-18.4084		63.26183478		
201.74294	-42.0154		64.37056849		
201.75682	-21.5192		65.47842772		
201.77071	-15.8402		66.58700882		
201.78459	5.9614		67.69471558		
201.79849	-34.5088		68.80394211		
201.81238	-11.6429		69.91229431		
201.82626	-5.84813		71.01977236		
201.84015	-19.6056		72.12797206		
201.85405	-22.2629		73.23689326		
201.86794	-25.0065		74.3449404		
201.88182	15.9404		75.45211365		
201.89572	-1.66045		76.56080596		
201.90961	-50.7256		77.66862441		
201.92349	-28.2709		78.77556918		
201.93739	-9.43114		79.88403271		
201.95128	13.2881		80.99162256		
201.96518	4.10166		82.09993357		
201.97906	3.57043		83.20657377		
201.99297	-11.693		84.31552955		
202.00685	-40.4334		85.4220175		
202.02075	-9.89305		86.53002363		
202.03465	26.1867		87.63795352		
202.04854	5.20524		88.7450102		
202.06244	-7.707		89.85278772		
202.07634	15.8464		90.96048903		
202.09023	-9.6478		92.06731732		
202.10413	-12.9085		93.17486632		
202.11803	-12.3781		94.28233914		
202.13193	14.693		95.3897358		
202.14581	3.84232		96.4954631		
202.15971	-29.6117		97.60270758		
202.17361	8.55311		98.70987594		
202.18752	14.7155		99.81776462		
202.20142	1.731		100.9247807		
202.21532	30.9436		102.0317207		
202.22922	187.635		103.1385846		
202.24312	427.377		104.2453724		
202.25702	272.173		105.3520841		
202.27092	72.5201		106.4587198		
202.28482	26.3677		107.5652795		
202.29872	4.51698		108.6717631		
202.31262	-12.0697		109.7781707		
202.32652	-14.015		110.8845022		
202.34042	-16.4597		111.9907578		
202.35434	-17.5593		113.0985289		
202.36824	-21.0831		114.2046324		
202.38214	-6.91612		115.3106599		
202.39604	8.05008		116.4166115		
202.40996	0.145847		117.5240782		
202.42386	4.14206		118.6298778		
202.43776	-12.5379		119.7356014		
202.45168	0.184999		120.8428399		
202.46558	-14.4619		121.9484116		
202.47948	-2.96096		123.0539074		
202.49339	-7.5313		124.1601225		
202.50729	-7.34198		125.2654665		
202.52121	4.02483		126.3723248		
202.53511	-1.00921		127.477517		
202.54903	-14.9711		128.5842233		
202.56293	-8.53922		129.6892636		
202.57684	-11.9873		130.795023		
202.59076	-25.3927		131.9015014		
202.60466	-10.6176		133.0063141		
202.61858	5.37777		134.1126405		
202.63249	15.3197		135.2180963		
202.64639	30.546		136.3226815		
202.66031	-24.1992		137.4287801		
202.67422	4.79185		138.5340082		
202.68814	-1.96465		139.6399549		
202.70204	-0.679653		140.7442369		
202.71596	8.79626		141.8500318		
202.72987	-11.6589		142.9549566		
202.74379	-10.3721		144.0605997		
202.75771	0.924807		145.166167		
202.77162	2.75169		146.2708642		
202.78554	-13.885		147.3762797		
202.79945	-2.37176		148.4808253		
202.81337	-5.07372		149.5860891		
202.82729	-4.23799		150.6912771		
202.8412	-17.3521		151.7955954		
202.85512	-12.5372		152.9006317		
202.86903	-17.9406		154.0047985		
202.88295	-35.5607		155.1096832		
202.89687	-5.40941		156.2144922		
202.9108	18.033		157.3200189		
202.92471	7.37808		158.4238827		
202.93863	5.74407		159.5284643		
202.95255	2.7634		160.6329702		
202.96648	-27.9258		161.7381936		
202.98039	0.564322		162.8417546		
202.99431	-0.515043		163.9460332		
203.00824	-13.3299		165.0510293		
203.02216	-13.3984		166.1551564		
203.03609	-1.31078		167.260001		
203.05	-8.90153		168.3631836		
203.06393	-18.4514		169.4678767		
203.07785	3.37584		170.571701		
203.09178	0.242805		171.6762426		
203.1057	12.1704		172.7799155		
203.11963	-1.64873		173.8843057		
203.13354	3.75379		174.9870346		
203.14748	2.90272		176.092066		
203.16141	-13.4148		177.196229		
203.17532	-25.404		178.2987311		
203.18925	-16.4452		179.4027429		
203.20319	-21.8882		180.5074713		
203.21712	-4.87425		181.6113316		
203.23103	-14.3635		182.7135315		
203.24496	-28.9215		183.8172406		
203.2589	7.74297		184.9216663		
203.27283	-10.5695		186.025224		
203.28676	-8.71724		187.1287062		
203.30069	29.7888		188.2321127		
203.31462	-25.4019		189.3354436		
203.32855	-13.0175		190.4386989		
203.34248	-1.918		191.5418786		
203.35641	-3.73261		192.6449828		
203.37035	-5.39837		193.7488032		
203.38428	-6.90436		194.8517562		
203.39821	-7.82647		195.9546337		
203.41214	-23.8306		197.0574356		
203.42607	0.805956		198.160162		
203.44	-4.90639		199.2628129		
203.45393	2.46204		200.3653883		
203.46788	7.03396		201.4694711		
203.48181	-2.08689		202.5718955		
203.49574	-26.4754		203.6742443		
203.50967	-5.65926		204.7765177		
203.52362	16.7481		205.8802981		
203.53755	-3.66596		206.9824205		
203.55148	-17.8853		208.0844675		
203.56543	-20.9182		209.1880212		
203.57936	-10.8695		210.2899173		
203.59331	16.6341		211.3933198		
203.60724	-31.253		212.495065		
203.62119	-46.8808		213.5983164		
203.63512	-19.7994		214.6999108		
203.64906	-1.69454		215.8022205		
203.66299	-10.3621		216.903664		
203.67694	-28.4775		218.0066135		
203.69089	-19.81		219.1094875		
203.70482	-25.5966		220.2107048		
203.71877	-3.5066		221.3134278		
203.73271	-18.7371		222.4152849		
