199.48431,0
199.49814,0
199.51198,0
199.5258,0
199.53963,0
199.55345,0
199.56729,0
199.58112,0
199.59494,0
199.60876,0
199.6226,0
199.63643,0
199.65027,0
199.66409,0
199.67793,0
199.69176,0
199.7056,0
199.71942,0
199.73326,0
199.74709,0
199.76093,0
199.77475,0
199.78859,0
199.80243,0
199.81625,0
199.83009,0
199.84393,0
199.85777,0
199.8716,0
199.88544,0
199.89928,0
199.91312,0
199.92696,0
199.9408,0
199.95464,0
199.96848,0
199.98232,0
199.99615,0
200.00999,0
200.02383,0
200.03767,0
200.05151,0
200.06535,0
200.07919,0
200.09303,0
200.10689,0
200.12073,0
200.13457,0
200.14841,0
200.16226,0
200.1761,0
200.18994,0
200.2038,0
200.21764,0
200.23149,0
200.24533,0
200.25917,0
200.27303,0
200.28687,0
200.30072,0
200.31458,0
200.32841,0
200.34227,0
200.35611,0
200.36996,0
200.38382,0
200.39766,0
200.41151,0
200.42537,0
200.43922,0
200.45306,0
200.46692,0
200.48077,0
200.49463,0
200.50848,0
200.52234,0
200.53619,0
200.55005,0
200.5639,0
200.57776,0
200.59161,0
200.60547,0
200.61932,0
200.63318,0
200.64703,0
200.66089,0
200.67476,0
200.68861,0
200.70247,0
200.71632,0
200.73019,0
200.74405,0
200.7579,0
200.77177,0
200.78563,0
200.79948,0
200.81335,0
200.82721,0
200.84108,0
200.85493,0
200.8688,0
200.88266,0
200.89653,0
200.9104,0
200.92426,0
200.93813,-11.0083
200.952,-49.0634
200.96585,-14.5218
200.97972,-3.5598
200.99359,-29.9556
201.00746,-1.85957
201.02132,45.2338
201.03519,18.4643
201.04906,41.9333
201.06293,74.1461
201.0768,286.009
201.09067,1326.34
201.10454,1331.27
201.11841,1177.22
201.13228,1439.07
201.14615,1014
201.16002,537.691
201.17389,189.717
201.18776,111.428
201.20163,204.715
201.2155,822.105
201.22937,1262.25
201.24326,453.698
201.25713,124.862
201.271,58.4721
201.28487,61.2834
201.29875,39.6912
201.31262,122.973
201.32649,590.151
201.34038,1596.23
201.35425,1030.16
201.36812,374.278
201.382,738.417
201.39587,2783.87
201.40976,6276.97
201.42363,5371.15
201.43752,2250.07
201.45139,980.569
201.46527,537.569
201.47916,272.11
201.49303,131.63
201.50691,86.574
201.5208,40.2051
201.53467,-5.18785
201.54855,-36.9644
201.56244,-22.914
201.57632,10.6455
201.59019,22.111
201.60408,82.0962
201.61797,228.285
201.63185,319.763
201.64574,241.292
201.65962,144.274
201.67351,91.1939
201.68739,63.7418
201.70128,105.861
201.71516,302.858
201.72905,1348.48
201.74294,1877.59
201.75682,2174.53
201.77071,1836.57
201.78459,386.347
201.79849,120.527
201.81238,105.201
201.82626,103.223
201.84015,123.5
201.85405,80.0906
201.86794,6.16503
201.88182,-24.7297
201.89572,62.0254
201.90961,234.97
201.92349,1142.19
201.93739,1482.83
201.95128,503.251
201.96518,58.6084
201.97906,-34.1908
201.99297,-29.5263
202.00685,-27.1557
202.02075,64.6207
202.03465,309.683
202.04854,2757.37
202.06244,3907.16
202.07634,1530.33
202.09023,460.563
202.10413,265.549
202.11803,663.128
202.13193,564.543
202.14581,94.638
202.15971,55.1885
202.17361,-34.6885
202.18752,-6.96547
202.20142,7.01788
202.21532,37.9285
202.22922,343.869
202.24312,1944.71
202.25702,2693.47
202.27092,1400.42
202.28482,2627.51
202.29872,3403.54
202.31262,1113.9
202.32652,201.765
202.34042,91.3566
202.35434,10.5121
202.36824,74.8986
202.38214,555.504
202.39604,999.62
202.40996,336.25
202.42386,39.6337
202.43776,-31.787
202.45168,-14.0077
202.46558,-35.6093
202.47948,7.46933
202.49339,64.6147
202.50729,402.22
